Result Number,Entity  ID,Agency,Vendor ID,Recording Technique,Project,Event,Roll,Frame,Acquisition Date,Scale,Strip Number,Image Type,Quality,Cloud Cover,Photo ID,Flying Height in Feet,Film Length and Width,Focal Length,Stereo Overlap,Other,Center Latitude,Center Longitude,NW Corner Lat ,NW Corner Long,NE Corner lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
305,AR5780026647328,5,,2,78000,,002664,7328,1978/08/25,64500,0000,13,8,0,5780026647328,65003,229mm x 229mm,304.68 mm,5,,60°54'33.00"N,152°45'23.96"W,60°58'12.34"N,152°52'57.22"W,60°58'13.07"N,152°38'07.22"W,60°50'52.94"N,152°37'49.22"W,60°50'53.67"N,152°52'39.22"W,60.909166,-152.756656,60.970094,-152.88256,60.970297,-152.63534,60.848039,-152.63034,60.848243,-152.87756,AR5780026647328,AR5780026647328,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647328
306,AR5780026647329,5,,2,78000,,002664,7329,1978/08/25,64500,0000,13,8,0,5780026647329,65003,229mm x 229mm,304.68 mm,5,,60°54'32.98"N,152°52'06.74"W,60°58'12.00"N,152°59'48.01"W,60°58'12.73"N,152°45'00.00"W,60°50'53.27"N,152°44'24.00"W,60°50'54.00"N,152°59'12.01"W,60.909162,-152.86854,60.97,-152.99667,60.970203,-152.75,60.84813,-152.74,60.848333,-152.98667,AR5780026647329,AR5780026647329,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647329
307,AR5780026647368,5,,2,78000,,002664,7368,1978/08/25,59500,0000,13,8,0,5780026647368,65003,229mm x 229mm,304.68 mm,8,,61°00'21.06"N,152°50'20.02"W,61°03'51.67"N,152°57'00.00"W,61°03'36.00"N,152°42'54.00"W,60°56'42.00"N,152°43'23.99"W,60°57'13.14"N,152°57'29.99"W,61.00585,-152.838895,61.064352,-152.95,61.06,-152.715,60.945,-152.72333,60.95365,-152.95833,AR5780026647368,AR5780026647368,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647368
308,AR5780026647367,5,,2,78000,,002664,7367,1978/08/25,59500,0000,13,8,0,5780026647367,65003,229mm x 229mm,304.68 mm,8,,61°00'25.25"N,152°52'49.30"W,61°03'54.00"N,152°59'06.00"W,61°03'39.11"N,152°45'42.01"W,60°56'48.40"N,152°46'18.01"W,60°57'18.00"N,152°59'42.00"W,61.007013,-152.880362,61.065,-152.985,61.060864,-152.76167,60.946779,-152.77167,60.955,-152.995,AR5780026647367,AR5780026647367,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647367
309,AR5780026647330,5,,2,78000,,002664,7330,1978/08/25,64687,0000,13,8,1,5780026647330,65003,229mm x 229mm,304.68 mm,5,,60°54'52.61"N,152°59'34.60"W,60°58'22.49"N,153°07'18.01"W,60°58'36.00"N,152°52'41.99"W,60°51'24.00"N,152°51'54.00"W,60°51'07.71"N,153°06'29.99"W,60.914614,-152.992945,60.972914,-153.12167,60.976667,-152.87833,60.856667,-152.865,60.852143,-153.10833,AR5780026647330,AR5780026647330,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647330
310,AR5780026647366,5,,2,78000,,002664,7366,1978/08/25,63307,0000,13,8,1,5780026647366,65003,229mm x 229mm,304.68 mm,5,,61°00'31.63"N,152°59'45.28"W,61°04'00.00"N,153°06'42.01"W,61°04'00.00"N,152°52'30.00"W,60°57'06.00"N,152°52'54.01"W,60°57'00.67"N,153°07'05.99"W,61.008787,-152.99591,61.066667,-153.11167,61.066667,-152.875,60.951667,-152.88167,60.950185,-153.11833,AR5780026647366,AR5780026647366,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647366
311,AR5780026647365,5,,2,78000,,002664,7365,1978/08/25,63307,0000,13,8,1,5780026647365,65003,229mm x 229mm,304.68 mm,5,,61°00'30.96"N,153°05'12.30"W,61°04'00.00"N,153°13'06.02"W,61°04'00.00"N,152°58'48.04"W,60°57'04.31"N,152°57'24.01"W,60°56'58.94"N,153°11'42.04"W,61.008599,-153.086751,61.066667,-153.21834,61.066667,-152.98001,60.951197,-152.95667,60.949705,-153.19501,AR5780026647365,AR5780026647365,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647365
312,AR5780026647364,5,,2,78000,,002664,7364,1978/08/25,63307,0000,13,8,1,5780026647364,65003,229mm x 229mm,304.68 mm,5,,61°00'29.74"N,153°11'39.27"W,61°04'00.00"N,153°19'36.01"W,61°04'00.00"N,153°05'12.01"W,60°57'01.90"N,153°03'48.02"W,60°56'56.49"N,153°18'12.02"W,61.008261,-153.194241,61.066667,-153.32667,61.066667,-153.08667,60.950529,-153.06334,60.949026,-153.30334,AR5780026647364,AR5780026647364,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647364
313,AR5780026647363,5,,2,78000,,002664,7363,1978/08/25,63307,0000,13,8,1,5780026647363,65003,229mm x 229mm,304.68 mm,5,,61°00'28.52"N,153°18'12.25"W,61°04'00.00"N,153°26'12.01"W,61°04'00.00"N,153°11'42.04"W,60°56'59.46"N,153°10'18.01"W,60°56'54.01"N,153°24'48.02"W,61.007921,-153.303403,61.066667,-153.43667,61.066667,-153.19501,60.949851,-153.17167,60.948337,-153.41334,AR5780026647363,AR5780026647363,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647363
314,AR5780026647362,5,,2,78000,,002664,7362,1978/08/25,63307,0000,13,8,1,5780026647362,65003,229mm x 229mm,304.68 mm,5,,61°00'27.27"N,153°24'51.24"W,61°04'00.00"N,153°32'54.02"W,61°04'00.00"N,153°18'18.04"W,60°56'56.98"N,153°16'54.01"W,60°56'51.50"N,153°31'30.04"W,61.007574,-153.414232,61.066667,-153.54834,61.066667,-153.30501,60.949162,-153.28167,60.947638,-153.52501,AR5780026647362,AR5780026647362,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647362
315,AR5780026647361,5,,2,78000,,002664,7361,1978/08/25,63307,0000,13,8,1,5780026647361,65003,229mm x 229mm,304.68 mm,5,,61°00'25.99"N,153°31'36.20"W,61°04'00.00"N,153°39'42.01"W,61°04'00.00"N,153°25'00.01"W,60°56'54.46"N,153°23'36.02"W,60°56'48.94"N,153°38'18.02"W,61.00722,-153.526723,61.066667,-153.66167,61.066667,-153.41667,60.948462,-153.39334,60.946928,-153.63834,AR5780026647361,AR5780026647361,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647361
316,AR5780026647396,5,,2,78000,,002664,7396,1978/08/25,63833,0000,13,8,0,5780026647396,65003,229mm x 229mm,304.68 mm,5,,60°42'40.29"N,152°51'08.07"W,60°46'21.52"N,152°58'28.81"W,60°46'19.67"N,152°43'37.20"W,60°39'00.00"N,152°43'49.19"W,60°39'00.00"N,152°58'40.80"W,60.711192,-152.852241,60.772644,-152.97467,60.772131,-152.727,60.65,-152.73033,60.65,-152.978,AR5780026647396,AR5780026647396,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647396
317,AR5780026647391,5,,2,78000,,002664,7391,1978/08/25,62500,0000,13,8,0,5780026647391,65003,229mm x 229mm,304.68 mm,5,,60°47'35.75"N,152°52'53.97"W,60°50'54.00"N,153°00'18.00"W,60°51'30.25"N,152°46'00.01"W,60°44'12.17"N,152°45'18.00"W,60°43'48.00"N,152°59'35.99"W,60.793263,-152.881657,60.848333,-153.005,60.858403,-152.76667,60.736714,-152.755,60.73,-152.99333,AR5780026647391,AR5780026647391,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647391
318,AR5780026647331,5,,2,78000,,002664,7331,1978/08/25,64687,0000,13,8,1,5780026647331,65003,229mm x 229mm,304.68 mm,5,,60°54'45.59"N,153°06'28.00"W,60°58'16.09"N,153°14'12.80"W,60°58'29.65"N,152°59'34.01"W,60°51'16.34"N,152°58'45.98"W,60°51'00.00"N,153°13'24.82"W,60.912663,-153.107778,60.971137,-153.23689,60.974902,-152.99278,60.854539,-152.97944,60.85,-153.22356,AR5780026647331,AR5780026647331,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647331
319,AR5780026647332,5,,2,78000,,002664,7332,1978/08/25,64687,0000,13,8,1,5780026647332,65003,229mm x 229mm,304.68 mm,5,,60°54'38.50"N,153°13'24.20"W,60°58'09.65"N,153°21'10.40"W,60°58'23.25"N,153°06'28.80"W,60°51'08.63"N,153°05'40.81"W,60°50'52.23"N,153°20'22.42"W,60.910695,-153.223389,60.969348,-153.35289,60.973125,-153.108,60.852397,-153.09467,60.847843,-153.33956,AR5780026647332,AR5780026647332,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647332
320,AR5780026647333,5,,2,78000,,002664,7333,1978/08/25,64687,0000,13,8,1,5780026647333,65003,229mm x 229mm,304.68 mm,5,,60°54'31.37"N,153°20'23.19"W,60°58'03.17"N,153°28'10.81"W,60°58'16.81"N,153°13'26.40"W,60°51'00.86"N,153°12'38.41"W,60°50'44.42"N,153°27'22.79"W,60.908715,-153.339775,60.967547,-153.46967,60.971336,-153.224,60.85024,-153.21067,60.845672,-153.45633,AR5780026647333,AR5780026647333,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647333
321,AR5780026647334,5,,2,78000,,002664,7334,1978/08/25,64687,0000,13,8,1,5780026647334,65003,229mm x 229mm,304.68 mm,5,,60°54'24.21"N,153°27'24.98"W,60°57'56.64"N,153°35'13.99"W,60°58'10.33"N,153°20'26.81"W,60°50'53.04"N,153°19'38.78"W,60°50'36.55"N,153°34'26.00"W,60.906724,-153.45694,60.965734,-153.58722,60.969535,-153.34078,60.848068,-153.32744,60.843486,-153.57389,AR5780026647334,AR5780026647334,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647334
322,AR5780026647335,5,,2,78000,,002664,7335,1978/08/25,64687,0000,13,8,1,5780026647335,65003,229mm x 229mm,304.68 mm,5,,60°54'16.98"N,153°34'29.57"W,60°57'50.07"N,153°42'19.98"W,60°58'03.80"N,153°27'29.99"W,60°50'45.18"N,153°26'42.00"W,60°50'28.63"N,153°41'31.99"W,60.904717,-153.57488,60.963909,-153.70555,60.967722,-153.45833,60.845883,-153.445,60.841286,-153.69222,AR5780026647335,AR5780026647335,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647335
323,AR5780026647336,5,,2,78000,,002664,7336,1978/08/25,64687,0000,13,8,1,5780026647336,65003,229mm x 229mm,304.68 mm,5,,60°54'09.71"N,153°41'36.96"W,60°57'43.46"N,153°49'28.78"W,60°57'57.23"N,153°34'35.98"W,60°50'37.26"N,153°33'47.99"W,60°50'20.66"N,153°48'40.79"W,60.902698,-153.693599,60.962072,-153.82466,60.965897,-153.57666,60.843682,-153.56333,60.839071,-153.81133,AR5780026647336,AR5780026647336,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647336
324,AR5780026647360,5,,2,78000,,002664,7360,1978/08/25,63307,0000,13,8,1,5780026647360,65003,229mm x 229mm,304.68 mm,5,,61°00'24.71"N,153°38'27.18"W,61°04'00.00"N,153°46'36.01"W,61°04'00.00"N,153°31'48.04"W,60°56'51.91"N,153°30'24.01"W,60°56'46.35"N,153°45'12.02"W,61.006864,-153.640884,61.066667,-153.77667,61.066667,-153.53001,60.947753,-153.50667,60.946208,-153.75334,AR5780026647360,AR5780026647360,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647360
325,AR5780026647359,5,,2,78000,,002664,7359,1978/08/25,63307,0000,13,8,1,5780026647359,65003,229mm x 229mm,304.68 mm,5,,61°00'23.40"N,153°45'24.16"W,61°04'00.00"N,153°53'36.02"W,61°04'00.00"N,153°38'42.04"W,60°56'49.32"N,153°37'18.01"W,60°56'43.72"N,153°52'12.00"W,61.0065,-153.756711,61.066667,-153.89334,61.066667,-153.64501,60.947032,-153.62167,60.945477,-153.87,AR5780026647359,AR5780026647359,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647359
326,AR5780026647358,5,,2,78000,,002664,7358,1978/08/25,63307,0000,13,8,1,5780026647358,65003,229mm x 229mm,304.68 mm,5,,61°00'22.08"N,153°52'27.14"W,61°04'00.00"N,154°00'42.01"W,61°04'00.00"N,153°45'42.01"W,60°56'46.69"N,153°44'18.02"W,60°56'41.05"N,153°59'18.02"W,61.006132,-153.874205,61.066667,-154.01167,61.066667,-153.76167,60.946302,-153.73834,60.944736,-153.98834,AR5780026647358,AR5780026647358,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647358
327,AR5780026647357,5,,2,78000,,002664,7357,1978/08/25,63307,0000,13,8,1,5780026647357,65003,229mm x 229mm,304.68 mm,5,,61°00'20.73"N,153°59'36.11"W,61°04'00.00"N,154°07'54.01"W,61°04'00.00"N,153°52'48.00"W,60°56'44.02"N,153°51'24.01"W,60°56'38.34"N,154°06'30.02"W,61.005759,-153.993363,61.066667,-154.13167,61.066667,-153.88,60.945561,-153.85667,60.943984,-154.10834,AR5780026647357,AR5780026647357,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647357
328,AR5780026647356,5,,2,78000,,002664,7356,1978/08/25,63307,0000,13,8,1,5780026647356,65003,229mm x 229mm,304.68 mm,5,,61°00'19.36"N,154°06'51.08"W,61°04'00.00"N,154°15'12.02"W,61°04'00.00"N,154°00'00.00"W,60°56'41.31"N,153°58'36.01"W,60°56'35.60"N,154°13'48.00"W,61.005379,-154.11419,61.066667,-154.25334,61.066667,-154,60.944809,-153.97667,60.943222,-154.23,AR5780026647356,AR5780026647356,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647356
329,AR5780026647395,5,,2,78000,,002664,7395,1978/08/25,63833,0000,13,8,0,5780026647395,65003,229mm x 229mm,304.68 mm,5,,60°42'40.70"N,152°57'48.27"W,60°46'22.35"N,153°05'08.41"W,60°46'20.50"N,152°50'17.99"W,60°39'00.00"N,152°50'30.01"W,60°39'00.00"N,153°05'20.40"W,60.711306,-152.963409,60.772875,-153.08567,60.772362,-152.83833,60.65,-152.84167,60.65,-153.089,AR5780026647395,AR5780026647395,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647395
330,AR5780026647392,5,,2,78000,,002664,7392,1978/08/25,61000,0000,13,8,0,5780026647392,65003,229mm x 229mm,304.68 mm,0,,60°47'34.31"N,152°55'33.02"W,60°50'48.00"N,153°03'00.00"W,60°51'18.00"N,152°48'54.00"W,60°44'18.00"N,152°48'00.00"W,60°43'54.00"N,153°02'06.00"W,60.792863,-152.925839,60.846667,-153.05,60.855,-152.815,60.738333,-152.8,60.731667,-153.035,AR5780026647392,AR5780026647392,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647392
331,AR5780026647394,5,,2,78000,,002664,7394,1978/08/25,63833,0000,13,8,0,5780026647394,65003,229mm x 229mm,304.68 mm,5,,60°42'41.12"N,153°04'27.27"W,60°46'23.17"N,153°11'46.79"W,60°46'21.33"N,152°56'57.59"W,60°39'00.00"N,152°57'09.61"W,60°39'00.00"N,153°11'58.81"W,60.711422,-153.074243,60.773104,-153.19633,60.772592,-152.94933,60.65,-152.95267,60.65,-153.19967,AR5780026647394,AR5780026647394,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647394
332,AR5780026647393,5,,2,78000,,002664,7393,1978/08/25,63833,0000,13,8,0,5780026647393,65003,229mm x 229mm,304.68 mm,5,,60°42'41.53"N,153°11'05.08"W,60°46'24.00"N,153°18'24.01"W,60°46'22.16"N,153°03'36.00"W,60°39'00.00"N,153°03'47.99"W,60°39'00.00"N,153°18'36.00"W,60.711537,-153.184744,60.773333,-153.30667,60.772821,-153.06,60.65,-153.06333,60.65,-153.31,AR5780026647393,AR5780026647393,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647393
333,AR5780026647351,5,,2,78000,,002664,7351,1978/08/25,64666,0000,13,8,0,5780026647351,65003,229mm x 229mm,304.68 mm,5,,60°59'32.02"N,154°42'37.02"W,61°03'00.00"N,154°51'11.99"W,61°03'23.29"N,154°36'24.01"W,60°56'03.21"N,154°34'00.01"W,60°55'42.00"N,154°48'47.99"W,60.992227,-154.710282,61.05,-154.85333,61.05647,-154.60667,60.934226,-154.56667,60.928333,-154.81333,AR5780026647351,AR5780026647351,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647351
334,AR5780026647370,5,,2,78000,,002664,7370,1978/08/25,64333,0000,13,8,0,5780026647370,65003,229mm x 229mm,304.68 mm,5,,60°35'55.43"N,152°54'34.59"W,60°39'36.00"N,153°02'24.00"W,60°39'36.00"N,152°47'35.99"W,60°32'13.36"N,152°46'41.99"W,60°32'16.55"N,153°01'30.00"W,60.598731,-152.909609,60.66,-153.04,60.66,-152.79333,60.537045,-152.77833,60.537931,-153.025,AR5780026647370,AR5780026647370,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647370
335,AR5780026647369,5,,2,78000,,002664,7369,1978/08/25,64333,0000,13,8,0,5780026647369,65003,229mm x 229mm,304.68 mm,5,,60°35'56.16"N,153°01'19.60"W,60°39'36.00"N,153°09'06.01"W,60°39'36.00"N,152°54'24.01"W,60°32'14.83"N,152°53'30.01"W,60°32'18.00"N,153°08'12.01"W,60.598934,-153.02211,60.66,-153.15167,60.66,-152.90667,60.537452,-152.89167,60.538333,-153.13667,AR5780026647369,AR5780026647369,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647369
336,AR5780026647341,5,,2,78000,,002664,7341,1978/08/25,64687,0000,13,8,1,5780026647341,65003,229mm x 229mm,304.68 mm,5,,60°53'32.65"N,154°17'55.94"W,60°57'09.75"N,154°25'54.80"W,60°57'23.73"N,154°10'48.00"W,60°49'56.87"N,154°09'59.98"W,60°49'40.01"N,154°25'06.78"W,60.892404,-154.298873,60.952708,-154.43189,60.956592,-154.18,60.832464,-154.16666,60.827781,-154.41855,AR5780026647341,AR5780026647341,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647341
337,AR5780026647340,5,,2,78000,,002664,7340,1978/08/25,64687,0000,13,8,1,5780026647340,65003,229mm x 229mm,304.68 mm,5,,60°53'40.16"N,154°10'34.54"W,60°57'16.58"N,154°18'32.00"W,60°57'30.52"N,154°03'27.97"W,60°50'05.05"N,154°02'39.98"W,60°49'48.24"N,154°17'43.98"W,60.894488,-154.176261,60.954605,-154.30889,60.958477,-154.05777,60.834737,-154.04444,60.830068,-154.29555,AR5780026647340,AR5780026647340,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647340
338,AR5780026647339,5,,2,78000,,002664,7339,1978/08/25,64687,0000,13,8,1,5780026647339,65003,229mm x 229mm,304.68 mm,5,,60°53'47.62"N,154°03'15.95"W,60°57'23.36"N,154°11'11.98"W,60°57'37.26"N,153°56'10.79"W,60°50'13.18"N,153°55'22.80"W,60°49'56.42"N,154°10'23.99"W,60.896561,-154.05443,60.95649,-154.18666,60.96035,-153.93633,60.836995,-153.923,60.83234,-154.17333,AR5780026647339,AR5780026647339,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647339
339,AR5780026647338,5,,2,78000,,002664,7338,1978/08/25,64687,0000,13,8,1,5780026647338,65003,229mm x 229mm,304.68 mm,5,,60°53'55.03"N,153°56'00.15"W,60°57'30.11"N,154°03'54.79"W,60°57'43.96"N,153°48'56.38"W,60°50'21.26"N,153°48'08.39"W,60°50'04.55"N,154°03'06.80"W,60.89862,-153.933376,60.958363,-154.06522,60.962211,-153.81566,60.839239,-153.80233,60.834598,-154.05189,AR5780026647338,AR5780026647338,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647338
340,AR5780026647337,5,,2,78000,,002664,7337,1978/08/25,64687,0000,13,8,1,5780026647337,65003,229mm x 229mm,304.68 mm,5,,60°54'02.40"N,153°48'47.16"W,60°57'36.81"N,153°56'40.38"W,60°57'50.62"N,153°41'44.81"W,60°50'29.28"N,153°40'56.78"W,60°50'12.63"N,153°55'52.39"W,60.900667,-153.8131,60.960224,-153.94455,60.96406,-153.69578,60.841468,-153.68244,60.836842,-153.93122,AR5780026647337,AR5780026647337,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647337
341,AR5780026647355,5,,2,78000,,002664,7355,1978/08/25,63307,0000,13,8,1,5780026647355,65003,229mm x 229mm,304.68 mm,5,,61°00'17.99"N,154°14'12.07"W,61°04'00.00"N,154°22'36.01"W,61°04'00.00"N,154°07'18.01"W,60°56'38.57"N,154°05'54.02"W,60°56'32.82"N,154°21'11.99"W,61.004996,-154.236685,61.066667,-154.37667,61.066667,-154.12167,60.944047,-154.09834,60.94245,-154.35333,AR5780026647355,AR5780026647355,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647355
342,AR5780026647342,5,,2,78000,,002664,7342,1978/08/25,64687,0000,13,8,1,5780026647342,65003,229mm x 229mm,304.68 mm,5,,60°53'25.10"N,154°25'20.14"W,60°57'02.88"N,154°33'20.38"W,60°57'16.91"N,154°18'10.80"W,60°49'48.64"N,154°17'22.78"W,60°49'31.72"N,154°32'32.39"W,60.890306,-154.42226,60.950799,-154.55566,60.954696,-154.303,60.830177,-154.28966,60.825479,-154.54233,AR5780026647342,AR5780026647342,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647342
343,AR5780026647354,5,,2,78000,,002664,7354,1978/08/25,63307,0000,13,8,1,5780026647354,65003,229mm x 229mm,304.68 mm,5,,61°00'16.59"N,154°21'39.04"W,61°04'00.00"N,154°30'06.01"W,61°04'00.00"N,154°14'42.00"W,60°56'35.79"N,154°13'18.01"W,60°56'30.00"N,154°28'41.99"W,61.004607,-154.360844,61.066667,-154.50167,61.066667,-154.245,60.943275,-154.22167,60.941667,-154.47833,AR5780026647354,AR5780026647354,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647354
344,AR5780026647343,5,,2,78000,,002664,7343,1978/08/25,64687,0000,13,8,1,5780026647343,65003,229mm x 229mm,304.68 mm,5,,60°53'17.49"N,154°32'47.13"W,60°56'55.96"N,154°40'48.79"W,60°57'10.03"N,154°25'36.37"W,60°49'40.35"N,154°24'48.38"W,60°49'23.39"N,154°40'00.80"W,60.888193,-154.546425,60.948878,-154.68022,60.952787,-154.42677,60.827876,-154.41344,60.823163,-154.66689,AR5780026647343,AR5780026647343,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647343
345,AR5780026647353,5,,2,78000,,002664,7353,1978/08/25,64666,0000,13,8,0,5780026647353,65003,229mm x 229mm,304.68 mm,5,,60°59'54.50"N,154°27'43.08"W,61°03'24.08"N,154°35'53.99"W,61°03'48.00"N,154°20'42.00"W,60°56'24.00"N,154°19'30.00"W,60°56'02.21"N,154°34'41.99"W,60.998473,-154.461967,61.056688,-154.59833,61.063333,-154.345,60.94,-154.325,60.933947,-154.57833,AR5780026647353,AR5780026647353,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647353
346,AR5780026647352,5,,2,78000,,002664,7352,1978/08/25,64666,0000,13,8,0,5780026647352,65003,229mm x 229mm,304.68 mm,5,,60°59'43.52"N,154°34'58.04"W,61°03'11.88"N,154°43'39.00"W,61°03'35.49"N,154°28'39.00"W,60°56'14.32"N,154°26'15.00"W,60°55'52.82"N,154°41'15.00"W,60.995422,-154.582789,61.0533,-154.7275,61.059858,-154.4775,60.937312,-154.4375,60.931339,-154.6875,AR5780026647352,AR5780026647352,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647352
347,AR5780026647344,5,,2,78000,,002664,7344,1978/08/25,64687,0000,13,8,1,5780026647344,65003,229mm x 229mm,304.68 mm,5,,60°53'09.84"N,154°40'16.93"W,60°56'49.00"N,154°48'19.98"W,60°57'03.12"N,154°33'04.79"W,60°49'32.02"N,154°32'16.80"W,60°49'15.00"N,154°47'31.99"W,60.886068,-154.671369,60.946945,-154.80555,60.950866,-154.55133,60.82556,-154.538,60.820833,-154.79222,AR5780026647344,AR5780026647344,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647344
348,AR5780026647345,5,,2,78000,,002664,7345,1978/08/25,64687,0000,13,8,1,5780026647345,65003,229mm x 229mm,304.68 mm,5,,60°53'01.85"N,154°48'04.54"W,60°56'42.00"N,154°55'54.01"W,60°56'56.16"N,154°40'36.01"W,60°49'23.07"N,154°40'18.01"W,60°49'06.00"N,154°55'36.01"W,60.883846,-154.801262,60.945,-154.93167,60.948933,-154.67667,60.823074,-154.67167,60.818333,-154.92667,AR5780026647345,AR5780026647345,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647345
349,AR5780026647350,5,,2,78000,,002664,7350,1978/08/25,66000,0000,13,8,0,5780026647350,65003,229mm x 229mm,304.68 mm,5,,60°59'13.98"N,154°49'09.43"W,61°02'49.15"N,154°57'54.00"W,61°03'12.00"N,154°42'29.99"W,60°55'36.00"N,154°40'18.01"W,60°55'20.07"N,154°55'41.99"W,60.987217,-154.819287,61.046985,-154.965,61.053333,-154.70833,60.926667,-154.67167,60.922241,-154.92833,AR5780026647350,AR5780026647350,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647350
